Labelled Tweet,,,,,
,,,,,
ID,Timestamp,Tweet,Keluhan,Bukan Keluhan/Respon,Dinas
6.82E+17,"30 Des 2015, 01:56:11 PM",RT @keclengkong: Pengecatan kerb jalan di Jl. Asia Afrika cc @ridwankamil @OdedMD @yossiirianto @dbmpkotabdg https://t.co/XzcM0tzfQL,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 01:57:05 PM","@ridwankamil assalamualaikum,,pak terima kasih banyak ,,karna telah memberi sarana transportasi busway ke daerah sarijadi,,sekali lagi NUHUN",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 01:58:58 PM","@ridwankamil parkir sepedahnya atuh pak, biar gak susah nangkring di taman :(",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 01:59:57 PM","Siang TL Supratman-Katamso padam, tdk ada petugas. TL Martadinata-Seram berkedip kuning, semrawut @dishub_kotabdg @IWGinting @PRFMnews",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 02:00:19 PM",RT @infobdg: LIVE on #Periscope: Harapan dari pak @ridwankamil atas diresmikannya trotoar baru di Jl Riau dan di jalan lainnya d… https://t…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 02:03:55 PM",RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 02:06:25 PM","TL simp Malabar-Gatsu sering padam &amp; banyak lampunya yg mati, mhn diperhatikan @PemkotBdg @tmc_restabesbdg cc @ridwankamil @PRFMnews",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 02:09:16 PM","RT @eka_harijanto: TL simp Malabar-Gatsu sering padam &amp; banyak lampunya yg mati, mhn diperhatikan @PemkotBdg @tmc_restabesbdg cc @ridwankam…",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 02:09:44 PM","Lampu merah prtigaan jln brigjend katamso-supratman dpn PPI udh bbrp hr mati,mhn prhatiannya..nhn @infobandung @dishub_kotabdg @ridwankamil",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 02:19:15 PM",via @too_cats: sudah tiga jam lebih mati lampu di Taman Kopo III. Ada apa yah ? Cc: @dishub_kotabdg,Ya,,Dinas Tata Ruang dan Ciptakarya
6.82E+17,"30 Des 2015, 02:19:42 PM",RT @infobdg: via @too_cats: sudah tiga jam lebih mati lampu di Taman Kopo III. Ada apa yah ? Cc: @dishub_kotabdg,Ya,,Dinas Tata Ruang dan Ciptakarya
6.82E+17,"30 Des 2015, 02:20:09 PM",RT @infobdg: via @too_cats: sudah tiga jam lebih mati lampu di Taman Kopo III. Ada apa yah ? Cc: @dishub_kotabdg,Ya,,Dinas Tata Ruang dan Ciptakarya
6.82E+17,"30 Des 2015, 02:22:32 PM",Mati lampu ke PLN keleus min RT @infobdg: via @too_cats: sudah tiga jam lebih mati lampu di Taman Kopo III. Ada apa yah? Cc: @dishub_kotabdg,Ya,,Dinas Tata Ruang dan Ciptakarya
6.82E+17,"30 Des 2015, 02:25:19 PM","GO2 krn dg trwujud cablecar bs mnjd ksuksesan kemenhub jg,sbg solusi transp macet d masa depan @kemenhub151 @ridwankamil",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 02:30:54 PM","RT @erdhyvederosa: Min @hero_bandung RT,dulu udah ga ada topeng monyet, tapi skrg ada lagi, #savemonyet cc : @ridwankamil @Satpolppbdg http…",Ya,,Lain-Lain
6.82E+17,"30 Des 2015, 02:40:25 PM","@pdamtirtawening sampai saat ini, air pdam tidak mengalir pak, kira kira kapan ada airnya?",Ya,,Dinas Bina Marga dan Pengairan
6.82E+17,"30 Des 2015, 02:42:43 PM",RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 02:45:01 PM",RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 02:47:28 PM","Syiah model @Herrreza hanya suka sama walkot dari kaumnya saja, minoritas atau kafir sekalian | cc @ridwankamil  https://t.co/mxC6TQTo7I",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 02:49:13 PM",pak @ridwankamil tulungan lah tadi saya manggil tukang cuangki nya tapi naha nu datang na tukang siomayy ??,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 02:51:18 PM",RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 02:52:12 PM","@ridwankamil @Satpolppbdg Boston Parking emang pikasebeleun kang, di Istana Plaza juga jualan spot valet setengah maksa""""",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 02:52:13 PM",Kang @ridwankamil abdi pasea sareng tukang parkir caket alun alun Piraku abdi dipiwarang nyetandar duakeun mobil.,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 02:53:41 PM",RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 02:54:32 PM","Pak @ridwankamil kemarin saya liat banyak orang termasuk anak muda mabok lem di stopan rshs, takutnya nekat mengganggu pengguna kendaraan.",Ya,,Lain-Lain
6.82E+17,"30 Des 2015, 02:55:50 PM","@ridwankamil pkl pengamen, pengemis di daerah otista makin parah aja tuh pak...",Ya,,Lain-Lain
6.82E+17,"30 Des 2015, 02:58:10 PM","@dishub_kotabdg juga patuhilah rambu rambu yg sudah disediakan gitu, gimana ada angkot tuh ngetem sembarangan tiew",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 03:00:38 PM",RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:10:01 PM",@ridwankamil mff kang  Untuk revitalilasasi kemacetan di daerah cibiru sampe cileunyi apkah sudah ada rencana spya tidak trlalu macet. Maksh,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 03:10:58 PM","RT @eka_harijanto: TL simp Malabar-Gatsu sering padam &amp; banyak lampunya yg mati, mhn diperhatikan @dishub_kotabdg cc @IWGinting @Diskominfo…",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 03:12:02 PM",@ridwankamil   kl pengendara mtr yg melanggar aturan coba sita aja mtrnya seminggu/sebln. bl wktnya baru boleh ambil dgn membayar denda,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:12:53 PM",@ridwankamil kang yang terjadi kejahatan aparat dishub yang sengaja membiarkan kendaraan di gembok di cicendo dan yang aneh rata2 kendaraan,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:15:08 PM",RT @erlandrefi: Kang @ridwankamil abdi pasea sareng tukang parkir caket alun alun Piraku abdi dipiwarang nyetandar duakeun mobil.,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:21:26 PM",lapor pak @ridwankamil ini kesekian kali org jualan bubuk abate datang ke kosan. mengurangi kebahagian nih. https://t.co/VztOGioeky,Ya,,Lain-Lain
6.82E+17,"30 Des 2015, 03:24:58 PM","@dishub_kotabdg @infobandung Terima kasih himbauannya, mohon bantuan penertiban Angkot dan Elf di Soeta(kopo hingga Moh Toha).",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 03:25:30 PM",#lapor @LAPOR1708 @ridwankamil yg parkir dan ngetem di sepanjang jl. Pasteur (hasil foto dari bangku penumpang) https://t.co/P1SuvJ0lRZ,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 03:31:54 PM","Duh nya'ah pisan ka Kang @ridwankamil tos cape2 ngadamel trotoar di caringin-holis, mung direksak ku warga nu parkir mobilna sok naraek :(",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 03:38:53 PM",Debit air kali Cinambo (cisaranten) yg melintas @LurahRanum di kala hujan cc. @ridwankamil @dbmpkotabdg @bsukardi67 https://t.co/LSdmlEDwJ2,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:40:44 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg URC PJU, pemasangan lampu PJU jl Rambutan https://t.co/K9hc1Gq0r3",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:41:41 PM",RT @LurahRanum: Debit air kali Cinambo (cisaranten) yg melintas @LurahRanum di kala hujan cc. @ridwankamil @dbmpkotabdg @bsukardi67 https:/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:42:45 PM",RT @LurahRanum: Debit air kali Cinambo (cisaranten) yg melintas @LurahRanum di kala hujan cc. @ridwankamil @dbmpkotabdg @bsukardi67 https:/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:42:50 PM",RT @LurahRanum: Debit air kali Cinambo (cisaranten) yg melintas @LurahRanum di kala hujan cc. @ridwankamil @dbmpkotabdg @bsukardi67 https:/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:43:32 PM","@ridwankamil lapor kang, tadi lewat telkom gasibu, itu trotoar baru dibikin pakai konblok. maav nda smpt fto. nuhun",Ya,,Dinas Tata Ruang dan Ciptakarya
6.82E+17,"30 Des 2015, 03:54:08 PM",RT @keclengkong: Pengecatan kerb jalan di Jl. Asia Afrika cc @ridwankamil @OdedMD @yossiirianto @dbmpkotabdg https://t.co/XzcM0tzfQL,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:54:46 PM",Alus atuh pa parkir mahal meh loba nu naek kendaraan umum.. RT @ridwankamil: ini melanggar. sore ini kepala @Satpolppbdg ke lokasi,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 03:56:54 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg URC PJU, perbaikan lampu PJU jl Buah Batu https://t.co/msN1B4iWsJ",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 04:05:35 PM",@infobdg @dbmpkotabdg @ridwankamil #deltatrafic #macet  atas bawah kanan kiri lampu merah pastur - paskal https://t.co/taC0eABAex,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:05:58 PM",RT @thesiauwsanz: @infobdg @dbmpkotabdg @ridwankamil #deltatrafic #macet  atas bawah kanan kiri lampu merah pastur - paskal https://t.co/ta…,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:11:20 PM","@ridwankamil @Satpolppbdg saya oge di daerah abc ,pasarbaru ?15rbu dina karcis na 2rb sy taya ktya semua sama !pedah plat!B pdhal orng bdung",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:12:04 PM",RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 04:13:53 PM",@dishub_kotabdg @tmc_restabesbdg punten pak yg knalpotnya gandeng menjelang tahun baru banyak lagi :(,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:20:23 PM",@pdkebersihanbdg @ridwankamil @BDGcleanaction yg ditindak wrg bdg aja ato dr luar kota jg? krn sy sering liat wrg luar buang sampah di jln,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 04:23:32 PM","@ridwankamil kang, katanya alun-alun sekarang kurang baik kondisinya? Apa ada cara menanggulangi bau ini? https://t.co/C9AA2n9JmK",Ya,,Dinas Kebudayaan dan Pariwisata
6.82E+17,"30 Des 2015, 04:30:54 PM","Kang,kok angkot ABUD wifi+chargernya banyak yang ga jalan RT @ridwankamil: Semua bisa diperdebatkan di dunia ini, kecuali selera.",Ya,,Lain-Lain
6.82E+17,"30 Des 2015, 04:33:03 PM","Ini yang hambat #lalin di Veteran, parkir dua jajar. Ayo dong bereskan @dishub_kotabdg cc @ridwankamil @PRFMnews https://t.co/cu5a59lwcV",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:33:23 PM",@TheRings @EfiRespati1 @ridwankamil istilah bus mini itu utk avanza xenia and the gank kalo yg tertera di STNK. jd ya mahal 1 jam 25.000,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 04:34:15 PM","Ini yang hambat #lalin di Veteran, parkir dua jajar. Ayo dong bereskan @dishub_kotabdg cc @tmc_restabesbdg @infobdg https://t.co/cu5a59lwcV",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:35:05 PM",RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 04:47:19 PM",RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 04:47:29 PM","via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:48:50 PM","RT @infobdg: via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:49:29 PM","RT @eka_harijanto: Ini yang hambat #lalin di Veteran, parkir dua jajar. Ayo dong bereskan @dishub_kotabdg cc @ridwankamil @PRFMnews https:/…",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:49:31 PM","RT @infobdg: via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:51:29 PM","Siang ini TL pertigaan Pelajar Pejuang-Talagabodas msh padam, apa bahagia krnnya? @IWGinting @PRFMnews @se_bdg @ridwankamil @relawan_bdg",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:52:52 PM","via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg pic.twit... https://t.co/sDO3wcP7sE",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:53:48 PM","RT @infobdg: via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 04:54:18 PM","RT @infobdg: via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:01:29 PM",@pdkebersihanbdg @ridwankamil @diskamtam  tapi untuk tahun ini apa benar ada surat sumbangan untuk pot dan tanaman seperti ini?,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:02:15 PM",tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:02:30 PM","PTS di Jl.Palasari tdk sediakan parkir yg memadai, beginilah jadinya @IWGinting @Satpolppbdg @PRFMnews https://t.co/gnzPU3Daq3",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:03:24 PM","RT @infobdg: via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:05:04 PM","RT @infobdg: via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:06:22 PM",Kang @ridwankamil kenapa BUS TRANS METRO BANDUNG ga dioperasikan??? Klo terlalu penuh angkot dikurangin aja. Nuhun,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:06:39 PM","PTS di Jl.Palasari tdk sediakan parkir yg memadai, beginilah jadinya @infobdg @dbmpkotabdg @relawan_bdg https://t.co/gnzPU3Daq3",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:09:51 PM",Mana bisa bahagia kl lihat yg parkir spt ini @PRFMnews @infobdg @IWGinting @dbmpkotabdg @relawan_bdg @se_bdg https://t.co/jza7FZWDDL,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:10:30 PM",RT @eka_harijanto: Mana bisa bahagia kl lihat yg parkir spt ini @PRFMnews @infobdg @IWGinting @dbmpkotabdg @relawan_bdg @se_bdg https://t.c…,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:10:34 PM","RT @eka_harijanto: PTS di Jl.Palasari tdk sediakan parkir yg memadai, beginilah jadinya @IWGinting @Satpolppbdg @PRFMnews https://t.co/gnzP…",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:10:44 PM","RT @infobdg: via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:13:37 PM",@ridwankamil pak..  Tolong di tertibkan pedagang yg memakai mobil di jalan Supratman.  Makin lama makin banyak. Geus mah kecil jalan bdg teh,Ya,,Lain-Lain
6.82E+17,"30 Des 2015, 05:14:37 PM",RT @Satpolppbdg: @ridwankamil  tindaklanjut pengaduan tarif parkir di lokasi &amp; pemanggilan supervisor di mako cc @EfiRespati1 https://t.co/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:14:41 PM","1. Tebak. Apa bedanya trotoar di gambar ini, dgn trotoar yg di Jl. Riau? @dbmpkotabdg @ridwankamil @PRFMnews https://t.co/3wqpXnnf8P",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:15:20 PM","Gimana @bungfey , air sdh mengalir?  kemarin sy sdh rapatkan agar @pdamtirtawening perbaikin pelayanan. https://t.co/K26JEAkk20",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:16:19 PM",RT @Satpolppbdg: @ridwankamil  tindaklanjut pengaduan tarif parkir di lokasi &amp; pemanggilan supervisor di mako cc @EfiRespati1 https://t.co/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:16:49 PM","RT @ridwankamil: Gimana @bungfey , air sdh mengalir?  kemarin sy sdh rapatkan agar @pdamtirtawening perbaikin pelayanan. https://t.co/K26JE…",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:17:18 PM","2. Ini merupakan trotoar sepanjang Jl. Ibrahim Ajie, Kiaracondong. @PRFMnews @ridwankamil @dbmpkotabdg https://t.co/LtzNu29mnY",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:17:23 PM",RT @Satpolppbdg: @ridwankamil  tindaklanjut pengaduan tarif parkir di lokasi &amp; pemanggilan supervisor di mako cc @EfiRespati1 https://t.co/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:17:29 PM",Pa maaf kalo Gelora Bandung Lautan Api apa masih akan digunakan? @ridwankamil,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:18:22 PM","@ridwankamil @PemkotBandung @infobandung sy sdg urus ijin PT, hrs ada rekomendasi dr BLH tp diminta uang 6 jt, asa diperas",Ya,,Badan Pelayanan Perizinan Terpadu
6.82E+17,"30 Des 2015, 05:19:10 PM","RT @ridwankamil: Gimana @bungfey , air sdh mengalir?  kemarin sy sdh rapatkan agar @pdamtirtawening perbaikin pelayanan. https://t.co/K26JE…",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:19:29 PM","@pdkebersihanbdg @PRFMnews @ridwankamil dibarengi penambahan petugas kebersihan,sbb kl bersih orang akan segan buang sampah sembarangan",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:19:38 PM","3. Bedanya jauh ya, yg di Jl. Riau bapak RK resmikan asli dari batu alam. @dbmpkotabdg @ridwankamil @PRFMnews https://t.co/9kFbNhQ7AR",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:19:57 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 30/12 URC Bojonagara, perbaikan jl Cipedes Atas https://t.co/QoDZlg0cXB",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:21:01 PM","RT @ridwankamil: Gimana @bungfey , air sdh mengalir?  kemarin sy sdh rapatkan agar @pdamtirtawening perbaikin pelayanan. https://t.co/K26JE…",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:21:18 PM",@Satpolppbdg @ridwankamil @EfiRespati1 @DiskominfoBdg @OdedMD @yossiirianto @MsSyuhada @dishub_kotabdg kenapa bisa terjadi? Solusinya apa ?,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:21:19 PM",RT @Satpolppbdg: @ridwankamil  tindaklanjut pengaduan tarif parkir di lokasi &amp; pemanggilan supervisor di mako cc @EfiRespati1 https://t.co/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:21:25 PM",RT @Satpolppbdg: @ridwankamil  tindaklanjut pengaduan tarif parkir di lokasi &amp; pemanggilan supervisor di mako cc @EfiRespati1 https://t.co/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:22:02 PM","@pdkebersihanbdg @PRFMnews @ridwankamil dibarengi jg dgn penambahan petugas kbersihan,kl kotanya bersih org jg segan buang sampah smbarangan",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:22:24 PM","RT @ridwankamil: Gimana @bungfey , air sdh mengalir?  kemarin sy sdh rapatkan agar @pdamtirtawening perbaikin pelayanan. https://t.co/K26JE…",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:22:26 PM",RT @Satpolppbdg: @ridwankamil  tindaklanjut pengaduan tarif parkir di lokasi &amp; pemanggilan supervisor di mako cc @EfiRespati1 https://t.co/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:23:11 PM","RT @ridwankamil: Gimana @bungfey , air sdh mengalir?  kemarin sy sdh rapatkan agar @pdamtirtawening perbaikin pelayanan. https://t.co/K26JE…",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:23:11 PM",RT @Satpolppbdg: @ridwankamil  tindaklanjut pengaduan tarif parkir di lokasi &amp; pemanggilan supervisor di mako cc @EfiRespati1 https://t.co/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:25:25 PM","Kang @ridwankamil @bungfey @pdamtirtawening perlu penambahan saluran, sarana yang terdahulu sudah Mandet *Tebal* Pengendapan dipipa2 PDAM***",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:25:25 PM","Ini teh di jalan mana pak @ridwankamil: Ridwan Kamil Cetuskan 'Panca Trotoar' Jadi https://t.co/vdcVDkeG41 https://t.co/RE1TJxu7k9""""",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:26:10 PM",RT @Satpolppbdg: @ridwankamil  tindaklanjut pengaduan tarif parkir di lokasi &amp; pemanggilan supervisor di mako cc @EfiRespati1 https://t.co/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:26:11 PM",RT @Satpolppbdg: @ridwankamil  tindaklanjut pengaduan tarif parkir di lokasi &amp; pemanggilan supervisor di mako cc @EfiRespati1 https://t.co/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:26:14 PM",RT @Satpolppbdg: @ridwankamil  tindaklanjut pengaduan tarif parkir di lokasi &amp; pemanggilan supervisor di mako cc @EfiRespati1 https://t.co/…,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:26:49 PM",RT @eka_harijanto: Mana bisa bahagia kl lihat yg parkir spt ini @PRFMnews @infobdg @IWGinting @dbmpkotabdg @relawan_bdg @se_bdg https://t.c…,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:26:50 PM",RT @eka_harijanto: Mana bisa bahagia kl lihat yg parkir spt ini @PRFMnews @infobdg @IWGinting @dbmpkotabdg @relawan_bdg @se_bdg https://t.c…,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:26:55 PM",RT @eka_harijanto: Mana bisa bahagia kl lihat yg parkir spt ini @PRFMnews @infobdg @IWGinting @dbmpkotabdg @relawan_bdg @se_bdg https://t.c…,Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:27:17 PM","RT @eka_harijanto: PTS di Jl.Palasari tdk sediakan parkir yg memadai, beginilah jadinya @IWGinting @Satpolppbdg @PRFMnews https://t.co/gnzP…",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:27:18 PM","RT @eka_harijanto: PTS di Jl.Palasari tdk sediakan parkir yg memadai, beginilah jadinya @IWGinting @Satpolppbdg @PRFMnews https://t.co/gnzP…",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:27:19 PM","RT @eka_harijanto: PTS di Jl.Palasari tdk sediakan parkir yg memadai, beginilah jadinya @IWGinting @Satpolppbdg @PRFMnews https://t.co/gnzP…",Ya,,Dinas Perhubungan
6.82E+17,"30 Des 2015, 05:33:11 PM","RT @ridwankamil: Gimana @bungfey , air sdh mengalir?  kemarin sy sdh rapatkan agar @pdamtirtawening perbaikin pelayanan. https://t.co/K26JE…",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:33:24 PM","@ridwankamil @pdamtirtawening sudah pak tp hanya sebesar rambut, dari mlm smp pagi nunggu dapat 5 ember sedang jg ngga,",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:34:38 PM",@Satpolppbdg @ridwankamil @EfiRespati1 @DiskominfoBdg @OdedMD @yossiirianto @MsSyuhada @dishub_kotabdg responnya cepat ????keren,,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:35:46 PM","Tolonglah pak diperbaiki lg pelayanan nya, tiap mlm hrs begadang nande air, paginya kerja, trs aja tiap hr gt @ridwankamil @pdamtirtawening",Ya,,Dinas Bina Marga dan Pengairan
6.82E+17,"30 Des 2015, 05:35:48 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg URC PJU, pemasangan lampu PJU jl Rambutan https://t.co/K9hc1Gq0r3",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:35:53 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg URC PJU, perbaikan jaringan lampu PJU jl Naripan https://t.co/hdd2FBueFR",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:35:57 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg URC PJU, perbaikan jaringan &amp; lampu PJU jl Lombok https://t.co/fdLfLnWuG3",,Ya,bukan keluhan
6.82E+17,"30 Des 2015, 05:36:00 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg URC PJU, perbaikan lampu PJU jl Sersan Sodik https://t.co/Xz8W99EurW",,Ya,bukan keluhan
