Labelled Tweet,,,,,,,,
,,,,,,,,
ID,Timestamp,Tweet,Keluhan,Bukan Keluhan/Respon,Topik Umum,Topik Spesifik,Lokasi,Waktu 
6.91E+17,"24 Jan 2016, 01:42:29 PM",@ridwankamil kata saya mah kalo kreta untuk bisnis baru pikir BEP. Untuk masyarakat mah rugi/BEP lama balik pemerintah ga apa2 ya pak? Haha,,Ya,bukan keluhan,bukan keluhan,Samsat Kircon ,-
6.91E+17,"24 Jan 2016, 01:50:32 PM",Di antos pisan pak.  Nuhun.  RT@dbmpkotabdg: @ridwankamil @pjudbmpbdg  siap,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 01:51:17 PM",RT @ridwankamil: tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,Ya,bukan keluhan,bukan keluhan,Perum Sarijadi Jalan Sarimadu Blok 24 No. 26 RT 05/02 Kel. Sukawarna Sukajadi,-
6.91E+17,"24 Jan 2016, 01:52:05 PM","RT @dbmpkotabdg: @adezpiring @ridwankamil @pjudbmpbdg @Liomarra lampu PJU ada, nnt kami cek juga. Hatur nuhun",,Ya,bukan keluhan,bukan keluhan,Perum Sarijadi Jalan Sarimadu Blok 24 No. 26 RT 05/02 Kel. Sukawarna Sukajadi,-
6.91E+17,"24 Jan 2016, 01:55:28 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 01:55:51 PM",Kang untk yg kena jalur kreta cepat gmana. Karna kmpung saya skitar 50m di smping jalan tol ciplarang  d km 114 @ridwankamil,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 01:56:02 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 01:56:08 PM",RT @ridwankamil: tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 01:56:23 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 01:56:43 PM",@dbmpkotabdg @ridwankamil @pjudbmpbdg leuwi panjang-bunderan cibiru tiap saya lewat gelap kok,Ya,,infrastruktur,lampu penerangan jalan umum,-,-
6.91E+17,"24 Jan 2016, 01:56:58 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 01:57:50 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Sarijadi Blok 24 No. 62 depan Apotek Vika,-
6.91E+17,"24 Jan 2016, 01:59:14 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 01:59:43 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:00:33 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:01:09 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:01:23 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:03:19 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:04:29 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:04:54 PM",@RennyFernandez @ridwankamil itu yg bawa mobil lg nilang angkot/mobil yg sedang berhenti diarea dilarang parkir. ??,,Ya,bukan keluhan,bukan keluhan,Jalan Sarijadi Blok 24 No. 62 depan Apotek Vika,-
6.91E+17,"24 Jan 2016, 02:05:56 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:07:18 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:07:24 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:08:36 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:09:47 PM",RT @ridwankamil: tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:09:53 PM","RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:10:27 PM","Mau jadi pelanggan Telkom? Ati ati, liat dulu keluhan pelanggan di @TelkomCare banyak yg tdk digubris @ridwankamil @prajnamu @eddibrokoli",Ya,,bidang lainnya,bidang lainnya,-,-
6.91E+17,"24 Jan 2016, 02:10:35 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:11:04 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Puskesmas Cijagra,-
6.91E+17,"24 Jan 2016, 02:11:54 PM",RT @ridwankamil: tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:11:56 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,RS. Sariningsih Jl. Riau ,-
6.91E+17,"24 Jan 2016, 02:12:37 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Kampus 5 Babakan Sari Kiaracondong ,dua minggu 
6.91E+17,"24 Jan 2016, 02:12:55 PM","@ridwankamil apalgi yg kucel2 yg suka ada dipinggir jlan,klo ngamen tu maksa2 pak. . Sy prnah ngalamin di sktaran alun2 ujungberung.",Ya,,k3 (ketertiban; kebersihan; keindahan),anak jalanan dan gelandangan pengemis,-,-
6.91E+17,"24 Jan 2016, 02:13:17 PM",@ridwankamil Parkir apa Berhenti kalo gini ini Kang??.. Hehehehehehe... https://t.co/z6KuwKUwV1,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:13:19 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:13:38 PM",@Satpolppbdg pa mau lapor ini sekolah kami terhalangi oleh PKL manja hehehe pa kami mohon mnta ditindaklanjuti https://t.co/kj80IbuLSr,Ya,,k3 (ketertiban; kebersihan; keindahan),pkl,-,-
6.91E+17,"24 Jan 2016, 02:16:02 PM","RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://tÉ""",,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:16:19 PM",@ridwankamil Kang. Kapan Jl. Bukit Dago Selatan dp giliran di aspal/hotmix? Sudah rusak parah.  4th yll kita pernah swadaya. Nuhun,Ya,,infrastruktur,jalan rusak,-,-
6.91E+17,"24 Jan 2016, 02:16:45 PM",Permisi mau tanya. Apkh uang pmt ta. 2015 itu tdk ada/turun. Mohon informasinya. @Bandung_Dinkes,,Ya,bukan keluhan,bukan keluhan,Alun-alun ,-
6.91E+17,"24 Jan 2016, 02:19:18 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Dipenogoro depan Museum Geologi ,-
6.91E+17,"24 Jan 2016, 02:21:12 PM",Pak @ridwankamil @dbmpkotabdg pertigaan lampu lintas Ciumbuleuit-siliwangi-cihampelas mati... https://t.co/T48s25btmc,Ya,,perhubungan,lampu lalu lintas,Jalan Babakan Siliwangi ,-
6.91E+17,"24 Jan 2016, 02:24:44 PM","Pak @ridwankamil, Tower/BTS yg sdh dibongkar ternyata dibangun kembali &amp; tdk ada tindakan tegas dr lurah situsaeur. https://t.co/08AdY8Yxm8",Ya,,bidang lainnya,bidang lainnya,"Dayangsumbi Tamansari, badan jalan Cicadas",-
6.91E+17,"24 Jan 2016, 02:27:53 PM","RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,Ya,bukan keluhan,bukan keluhan,Jalan Kampus 5 Babakan Sari Kiaracondong ,dua minggu 
6.91E+17,"24 Jan 2016, 02:27:53 PM",sigana mun twit na masalah hati baru di bales sama pak @ridwankamil,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:29:31 PM",@bplh_kotabdg kalo bikin aturan tolong di tegakan. @ridwankamil @infobandung @infobdg https://t.co/k3HporLQ0m,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:30:49 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:31:32 PM",@ridwankamil kereta cepat kok malah banyak perhentian? Lingkungan n pertanian bgmana kalau malah dijadikan kota properti? Mengecewakan,Ya,,bidang lainnya,bidang lainnya,-,-
6.91E+17,"24 Jan 2016, 02:33:20 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:35:17 PM","Pak @ridwankamil, Tower/BTS yg sdh dibongkar ternyata dibangun kembali &amp; tdk ada tindakan tegas dr lurah situsaeur https://t.co/Z1RfnFyRsf",Ya,,bidang lainnya,bidang lainnya,-,-
6.91E+17,"24 Jan 2016, 02:36:13 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,flyover,-
6.91E+17,"24 Jan 2016, 02:42:54 PM",RT @MuhammadIbnoe: Pak @ridwankamil @dbmpkotabdg pertigaan lampu lintas Ciumbuleuit-siliwangi-cihampelas mati... https://t.co/T48s25btmc,Ya,,perhubungan,lampu lalu lintas,-,-
6.91E+17,"24 Jan 2016, 02:46:25 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Supratman pertigaan Jalan Katamso ,-
6.91E+17,"24 Jan 2016, 02:46:35 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:47:46 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Wastukencana,-
6.91E+17,"24 Jan 2016, 02:48:39 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,angkot dari Cibaduyut,-
6.91E+17,"24 Jan 2016, 02:56:09 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 02:56:15 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Veteran ,-
6.91E+17,"24 Jan 2016, 02:57:05 PM","@Satpolppbdg @ridwankamil @yossiirianto @se_bdg @PemkotBandung  pak,yg ngaish sumbangan,mayoritas ibu2 yg ga tau apa2",,Ya,bukan keluhan,bukan keluhan,Jalan Wastukencana,-
6.91E+17,"24 Jan 2016, 02:59:23 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Veteran ,-
6.91E+17,"24 Jan 2016, 02:59:59 PM",RT @ridwankamil: tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,Ya,bukan keluhan,bukan keluhan,Jalan Veteran ,-
6.91E+17,"24 Jan 2016, 03:01:04 PM","@PRFMnews: Ented | 13.05  Benarkah untuk disumbangkan kepada anak yatim piatu? cc @Dinsos_BDG @Satpolppbdg https://t.co/99shmoRyDc""nglem""",,Ya,bukan keluhan,bukan keluhan,Jalan Veteran ,-
6.91E+17,"24 Jan 2016, 03:02:13 PM",tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 03:03:43 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Veteran ,-
6.91E+17,"24 Jan 2016, 03:05:04 PM",@MojangPolppBDG @ridwankamil @Satpolppbdg kalo benar2 taat peraturan masalah zona merah tentang pkl.pkl jln purnawarman gmna kok tutup mata,Ya,,k3 (ketertiban; kebersihan; keindahan),pkl,-,-
6.91E+17,"24 Jan 2016, 03:05:34 PM","Kang @ridwankamil diper-4nan Pasirkoja ? Pintu Tol, anak sekecil ini ngamen ... https://t.co/ClXomQeq5G",Ya,,k3 (ketertiban; kebersihan; keindahan),pengamen,Otista-pertigaan Kopo Pasko,-
6.91E+17,"24 Jan 2016, 03:08:15 PM",@ridwankamil kereta yang ada sekarang kurang cepat ya kang,,Ya,bukan keluhan,bukan keluhan,Jalan Veteran ,-
6.91E+17,"24 Jan 2016, 03:10:18 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,stopan Jalan Pejuang 45,-
6.91E+17,"24 Jan 2016, 03:11:17 PM","Diduga reklame di Jl.Kosambi ini ilegal, Pa @ridwankamil @diskamtam @Satpolppbdg @bankmandiri bongkar sj biar kapok https://t.co/zpf7OsZrWL",Ya,,k3 (ketertiban; kebersihan; keindahan),reklame liar,-,-
6.91E+17,"24 Jan 2016, 03:14:56 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Gang Silih Asih 1 ,-
6.91E+17,"24 Jan 2016, 03:16:46 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 03:22:46 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Veteran ,-
6.91E+17,"24 Jan 2016, 03:25:18 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Veteran ,-
6.91E+17,"24 Jan 2016, 03:26:17 PM",@ridwankamil  aduh eta obat batuk meni nuju ngetren di mana2. mudah2an sing areling we kapyunamqh anu sok ngawadul teh,,Ya,bukan keluhan,bukan keluhan,Jalan Turangga dan Salak ,-
6.91E+17,"24 Jan 2016, 03:27:08 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 03:28:24 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 03:30:47 PM","Kang @ridwankamil , aya nu parkir di trotoaar.. :) https://t.co/ALClyJXjMZ",Ya,,perhubungan,parkir sembarangan,-,-
6.91E+17,"24 Jan 2016, 03:39:25 PM",Mesti ada CCTV biar terlacak yang iseng/merusak  https://t.co/zBzIktMNhg,,Ya,bukan keluhan,bukan keluhan,Jalan Veteran ,-
6.91E+17,"24 Jan 2016, 03:41:26 PM",RT @HiFriendsBDG_: teman2 peserta dibantu @BDGcleanaction semangat sekali loh melakukan GPSnya. menuju bandung juara yay! @ridwankamil httpÉ,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 03:42:19 PM",RT @AnglurSelur_Id: Mesti ada CCTV biar terlacak yang iseng/merusak  https://t.co/zBzIktMNhg,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 03:42:24 PM",@ridwankamil kang punten nyungken bantosan tower anu aya di luhur bumi ngaganggu pisan nyungken solusi na nuhun https://t.co/pKP1JHlp3H,Ya,,bidang lainnya,bidang lainnya,perumahan Sauyunan ,-
6.91E+17,"24 Jan 2016, 03:48:41 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 03:50:35 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Jalan PP 45,-
6.91E+17,"24 Jan 2016, 03:58:54 PM",RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/PÉ,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 03:58:57 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:01:12 PM","@ridwankamil kang, tuh barusan saya lihat berita di TV, ada Forum Masyarakat Kurang Kasih Sayang di CFD di Bandung, tanggapannya kang. :D",,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:05:38 PM",RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/PÉ,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:05:44 PM",RT @HiFriendsBDG_: teman2 peserta dibantu @BDGcleanaction semangat sekali loh melakukan GPSnya. menuju bandung juara yay! @ridwankamil httpÉ,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:06:49 PM","RT @giriginanjar: Kang @ridwankamil , aya nu parkir di trotoaar.. :) https://t.co/ALClyJXjMZ",Ya,,perhubungan,parkir sembarangan,Taman ,-
6.91E+17,"24 Jan 2016, 04:10:53 PM","punten kang udh diklarifikasi tadi siang sama kang emil. cek tlnya aja :)RT @giriginanjar: Kang @ridwankamil , aya nu parkir di trotoaar.. :",,Ya,bukan keluhan,bukan keluhan,Puri Asih II Kec. Rancasari ,satu minggu 
6.91E+17,"24 Jan 2016, 04:10:58 PM","RT @CrestyoRonaldo1: @ridwankamil kang, tuh barusan saya lihat berita di TV, ada Forum Masyarakat Kurang Kasih Sayang di CFD di Bandung, taÉ",,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:12:50 PM",RT @infobdg: #suaraBDG via @TanpaNam48: masa udh ada tanda S masih parkir sembarangan? (Depan BI) cc: @dishub_kotabdg @IWGinting https://t.É,Ya,,perhubungan,parkir sembarangan,Kel. Malabar Kec. Lengkong RT. 03 RW. 07,-
6.91E+17,"24 Jan 2016, 04:15:41 PM","@budiraharjo23 @dbmpkotabdg @jeannedarcyy @ridwankamil @mazNOT biasa mah nu pulangpulung , sugan we jerona bisa bernilai jual,jd didudut,nol",,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:17:45 PM",RT @infobdg: #suaraBDG via @TanpaNam48: masa udh ada tanda S masih parkir sembarangan? (Depan BI) cc: @dishub_kotabdg @IWGinting https://t.É,Ya,,perhubungan,parkir sembarangan,-,-
6.91E+17,"24 Jan 2016, 04:22:10 PM",RT @HiFriendsBDG_: teman2 peserta dibantu @BDGcleanaction semangat sekali loh melakukan GPSnya. menuju bandung juara yay! @ridwankamil httpÉ,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:22:15 PM","Pak @ridwankamil di bawah jembatan layang sekitaran perempatan cihampelas - pasteur, emang kanggo garasi delman, meni seu'eur nu parkir",Ya,,perhubungan,parkir sembarangan,-,-
6.91E+17,"24 Jan 2016, 04:23:04 PM",RT @HiFriendsBDG_: teman2 peserta dibantu @BDGcleanaction semangat sekali loh melakukan GPSnya. menuju bandung juara yay! @ridwankamil httpÉ,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:24:16 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:25:50 PM",Pengemis di perempatan buah batu arah batununggal dr care4 ga dikasih uang ngeluarin sumpah serapah @Satpolppbdg @PRFMnews @ridwankamil,Ya,,k3 (ketertiban; kebersihan; keindahan),anak jalanan dan gelandangan pengemis,50 meter sebelum perempatan Kopo dari arah Caringin Bypass,-
6.91E+17,"24 Jan 2016, 04:32:42 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:32:55 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:39:21 PM",RT @HiFriendsBDG_: teman2 peserta dibantu @BDGcleanaction semangat sekali loh melakukan GPSnya. menuju bandung juara yay! @ridwankamil httpÉ,,Ya,bukan keluhan,bukan keluhan,Puri Asih II Kec. Rancasari ,satu minggu 
6.91E+17,"24 Jan 2016, 04:41:01 PM",Jl sukajadi arah jl pasteur ramai lancar jam 16.35.wib @DiskominfoBdg @PRFMnews @se_bdg  @infoDISHUB https://t.co/hiAbKzdoSR,,Ya,bukan keluhan,bukan keluhan,Jalan Kopo Blok Tempe,-
6.91E+17,"24 Jan 2016, 04:49:59 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.91E+17,"24 Jan 2016, 04:57:32 PM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Padalarang,-
6.91E+17,"24 Jan 2016, 05:11:32 PM","@ridwankamil diberikan sanksi tegas dilampu stopan dilarang ngamen dll,agar tidak ada ruang buat mereka.by:go young indonesia",Ya,,k3 (ketertiban; kebersihan; keindahan),pengamen,depan Salon Memory ,-
6.91E+17,"24 Jan 2016, 05:12:48 PM",Ini maksudnya apa di trotoar? @RTMC_PoldaJabar @ridwankamil @pidibaiq @PRFMnews  (Pcoret = dilarang ada polisih) https://t.co/6vjGh1PGhu,,Ya,bukan keluhan,bukan keluhan,-,-
